,JobTitle,Company,Location,Summary,Salary,SalaryType,City,State,Salary Lower,Salary Higher,Salary Average
81,Chemist - Pharmaceutical Product Development,"The Staffing Resource Group, Inc","Tampa, FL","Analytical Product Development Scientist-contract Looking for Analytical Product Development Scientists for a Pharmaceutical company in the Tampa Bay, FL area. This is a contract position up to 6 months, paying $30 + per hour depending on experience. THIS...","[ 28.00 ,  35.00]",H,Tampa,FL,58240.0,72800.0,65520.0
82,Data Scientist,CyberCoders,"Cambridge, MA","This position is open as of 10/18/2016. Data Scientist - Improving Healthcare through Big-Data Analytics If you are a Data Scientist with 3+ years of professional experience, please read on! With offices in Cambridge, MA we are a big data analytics softwa...","[ 95 ,  120]",Y,Cambridge,MA,95000.0,120000.0,107500.0
83,"Data Scientist / Machine Learning Expert - Bangkok, Thailand",,"Boston, MA","Data Scientist / Machine Learning Expert Please note this role is based in Bangkok, Thailand - full relocation and visa sponsorship provided Charm us with: * An earned stripes in coding, in data handling, in statistics and in machine learning (3-5 years o...","[ 0 ,  100]",Y,Boston,MA,100000.0,100000.0,100000.0
84,"Data Scientist / Machine Learning Expert - Bangkok, Thailand",Big Wednesday Digital,"Framingham, MA","Data Scientist / Machine Learning Expert Please note this role is based in Bangkok, Thailand - full relocation and visa sponsorship provided Charm us with: An earned stripes in coding, in data handling, in statistics and in machine learning (3-5 years of...","[ 75 ,  200]",Y,Framingham,MA,75000.0,200000.0,137500.0
85,Data Engineer (ElasticSearch/Kafka) -global eCommerce - Bangkok,,"Boston, MA",Data Engineer (ElasticSearch/Kafka) - global eCommerce - Bangkok Please note: This role is based in Bangkok and you must be willing to relocate to Thailand if you're interested in this role. Visa and relocation assistance is available. Requirements: * Wil...,"[ 0 ,  100]",Y,Boston,MA,100000.0,100000.0,100000.0
86,Data Engineer (ElasticSearch/Kafka) -global eCommerce - Bangkok,Big Wednesday Digital,"Framingham, MA",Data Engineer (ElasticSearch/Kafka) - global eCommerce - Bangkok Please note: This role is based in Bangkok and you must be willing to relocate to Thailand if you're interested in this role. Visa and relocation assistance is available. Requirements: Willi...,"[ 50 ,  125]",Y,Framingham,MA,50000.0,125000.0,87500.0
87,Computer Vision Engineer,CyberCoders,"Cambridge, MA","This position is open as of 10/18/2016. Computer Vision Engineer - OpenCV, C++, Machine Learning Located in beautiful Cambridge, we are scientists and engineers looking to push the boundaries of what is possible in the field of AI. Top Reasons to Work wit...","[ 100 ,  150]",Y,Cambridge,MA,100000.0,150000.0,125000.0
88,Research Associate,Medix,"Cambridge, MA","CORE JOB FUNCTIONS: * The primary focus of this position will be to develop and perform a variety of in vitro assays, with human or animal primary immune cells, to evaluate novel small molecules for drug candidate screening, lead optimization, and mechani...","[ 30.00 ,  34.00]",H,Cambridge,MA,62400.0,70720.0,66560.0
89,Senior Quality Assurance Engineer,Huxley Associates,"Boston, MA","Senior Quality Assurance Engineer- Boston, MA An incubated financial technology firm located in downtown Boston is expanding their Product team and seeking a Senior Quality Assurance Engineer to work on testing of their AngularJS web based applications. T...","[ 55.00 ,  75.00]",H,Boston,MA,114400.0,156000.0,135200.0
90,Machine Learning Data Scientist,CyberCoders,"San Jose, CA","This position is open as of 10/18/2016. Machine Learning Data Scientist - Cyber Security Startup If you are a Data Scientist with machine learning and big data experience, please read on! They are an innovative, technology driven Cyber Security Startup th...","[ 120 ,  160]",Y,San Jose,CA,120000.0,160000.0,140000.0
91,"Data Scientist Lead - Statistics, Modeling, ML - (140K-170K)",CyberCoders,"Mountain View, CA","This position is open as of 10/18/2016. Data Scientist Lead - Statistics, Modeling, ML - (140K-170K) If you are a Data Scientist Lead - Statistics, Modeling, Algorithms, Machine learning - (140K-170K) with experience, please read on! Located in beautiful...","[ 140 ,  175]",Y,Mountain View,CA,140000.0,175000.0,157500.0
92,"Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K)",CyberCoders,"Mountain View, CA","This position is open as of 10/18/2016. Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K) If you are a Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K) with experience, please read on! Located in beautiful Mountain View, CA, we...","[ 140 ,  175]",Y,Mountain View,CA,140000.0,175000.0,157500.0
93,Lead Data Scientist / Data Scientist Manager - Bangkok,,"Palo Alto, CA","Lead Data Scientist (Bangkok) - FULL RELOCATION AND VISA SPONSORSHIP AVAILABLE Requirements: Do you have what it takes? * Excited and able to relocate to Bangkok, Thailand * Leadership skills and experience in leading data science projects and or teams *...","[ 0 ,  100]",Y,Palo Alto,CA,100000.0,100000.0,100000.0
94,"Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm""",CyberCoders,"Menlo Park, CA","This position is open as of 10/18/2016. Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm"" With offices spread around the world, we are a ""Top 10 Pharma/Biotech firm"" in need of a best in class Bioinformatics Scientist for our global headquarters in...","[ 75 ,  110]",Y,Menlo Park,CA,75000.0,110000.0,92500.0
95,Customer Service,,"San Leandro, CA",IMMEDIATE HIRE - NO EXPERIENCE NECESSARY - FULL TIME POSITIONS ENTRY LEVEL POSITIONS IN: ENTRY LEVEL MARKETING / CUSTOMER SERVICE - RAPID ADVANCEMENT IN OUR NEW OFFICE! We provide aggressive marketing and advertising campaigns for national accounts in the...,"[ 40 ,  50]",Y,San Leandro,CA,40000.0,50000.0,45000.0
96,Tired of your Current Job? Looking for a Change in Career? It’s TIME to THINK OUTSIDE the CUBICLE!,,"Oakland, CA",Are you tired of being stuck behind your desk and not experiencing any growth? Is your desk stopping you from living your biggest dreams and aspirations? A great businessman once said “the only thing that is standing between your goals and your dreams is...,"[ 40 ,  70]",Y,Oakland,CA,40000.0,70000.0,55000.0
97,Bioinformatics Engineer,CyberCoders,"Pleasanton, CA","This position is open as of 10/18/2016. Bioinformatics Scientist- NGS, Python, R, C/C++ We are a leader in genetic sequencing and tissue-based cancer diagnostics. We are looking for a recent PhD graduate whom has experience working with NGS data and analy...","[ 100 ,  120]",Y,Pleasanton,CA,100000.0,120000.0,110000.0
98,Director of Engineering,CyberCoders,"Palo Alto, CA","This position is open as of 10/18/2016. Director of Engineering- Java/Scala, NLP, Data Science If you are a Director of Engineering with experience, please read on! Job Title: Director of Engineering Location: Palo Alto, CA Salary: $150-185k+ Equity optio...","[ 150 ,  200]",Y,Palo Alto,CA,150000.0,200000.0,175000.0
99,Research Engineer,CyberCoders,"San Mateo, CA","This position is open as of 10/18/2016. Research Engineer - Python, Machine Learning, If you are a Research Engineer with experience, please read on! We are looking for motivated self-starters and extremely fast learners with top notch problem solving and...","[ 80 ,  140]",Y,San Mateo,CA,80000.0,140000.0,110000.0
100,Senior Data Scientist,,"201 South Tryon StreetCharlotte, NC","My local and stable Fortune 500 client is looking for a talented Senior Data Scientist to join their growing team. This team offers a great work-life balance and strong pay and benefits. As a Senior Data Scientist, you will: - Transform Information into a...","[ 130 ,  180]",Y,201 South Tryon StreetCharlotte,NC,130000.0,180000.0,155000.0
101,Manufacturing Technical Support Scientist,Aerotek,"Norcross, GA","Manager is looking for an instrument operator who will perform maintenance, load samples (reagents) and conduct testing. Contract worker will also be responsible for tracking documents GENERAL PURPOSE OF JOB Performs a variety of tasks associated with the...",[ 21.00],H,Norcross,GA,43680.0,43680.0,43680.0
102,UI Developer (D3.JS),,"Alpharetta, GA","UI Developer (D3.JS) Skills : D3.JS, Love of UI/UX, JavaScript, HTML5, Responsive Web Design, Angular.js (or similar) Pay : Flexible contract rate Duration : 6+ months Location : Alpharetta, GA w/ Telecommute Options (could be remote for non-local candida...","[ 60.00 ,  70.00]",H,Alpharetta,GA,124800.0,145600.0,135200.0
103,Senior Scientist (Proteins),Kelly Scientific Resources,"Chaska, MN","Senior Development Scientist –Southwest Minneapolis, MN Kelly Services is currently seeking a Senior Development Scientist for one of our top clients outside of Minneapolis, MN. This is a direct hire position. As a Senior Development Scientist you will se...","[ 60 ,  65 ]",Y,Chaska,MN,60000.0,65000.0,62500.0
104,Mechanical Engineer,Altair,"Detroit, MI","Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers. As a wholly owned subsidiary of Altair Engineering, Inc. (www.altair.com), this cross-functional...","[ 0 ,  88]",Y,Detroit,MI,88000.0,88000.0,88000.0
105,Data Scientist,CyberCoders,"Bellevue, WA","This position is open as of 10/18/2016. Data Scientist - Fraud detection technology! Based in Bellevue, we are an international leader in mobile advertising. Our award-winning technology platform goes beyond traditional user engagement by retaining audien...","[ 100 ,  150]",Y,Bellevue,WA,100000.0,150000.0,125000.0
106,Senior/Lead/NLP- Data Scientist - Bangkok role at Seattle Event,,"Seattle, WA",Senior/Lead/NLP- Data Scientist - Bangkok based role - meet our client at their Seattle Event Our client is hiring Senior/Lead Data Scientists for their team in Bangkok! Our client is pleased to announce they will be in Seattle on the 29th August - 2nd Se...,"[ 0 ,  100]",Y,Seattle,WA,100000.0,100000.0,100000.0
107,Data Scientist,CyberCoders,"Jersey City, NJ","This position is open as of 10/18/2016. Data Scientist - Python, Hadoop, Data Mining If you are a Data Scientist with experience, please read on! As a Data Scientist you will analyze hyper-local data sources to develop accurate predictions of audience and...","[ 100 ,  140]",Y,Jersey City,NJ,100000.0,140000.0,120000.0
108,Senior Data Scientist,Carlton Senior Appointments,"New York, NY","Senior Data Scientist Hedge Fund New York, NY $200,000 base/ 100-250% bonus potential. The market intelligence wing of an up and coming hedge fund is looking for senior level data scientists from the technology giants of the world. If you are driven by bu...","[ 200 ,  500]",Y,New York,NY,200000.0,500000.0,350000.0
109,Wireless Data Scientist,Bartech Group,"Bernards, NJ","Job Description If you are an experienced Wireless Data Scientist looking for a position with a leading company, Bartech can help! We are a leading staffing firm and our clients include some of the nation’s biggest companies. Our client has a need for a W...",[ 62.00],H,Bernards,NJ,128960.0,128960.0,128960.0
110,Data Scientist - Tel Aviv (Hebrew & English speaking),Big Wednesday Digital,"New York, NY","Data Scientist - Tel Aviv Please note: We can only accept applications from candidates eligible to work in Israel. Requirements: B.S., M.S., or Ph.D. in Computer Science, Mathematics, Statistics, Engineering or related field. Advanced degrees preferred Mu...","[ 75 ,  150]",Y,New York,NY,75000.0,150000.0,112500.0
111,Senior Scientist Discovery,ProClinical,"Relocate to Princeton, NJ, NJ","Job is located in Princeton, NJ. Senior Scientist/ Discovery Sciences Our client is pursuing a scientist with extensive laboratory experience to play an integral part of our Phage Display platform, and lead-optimization activities in the field of therapeu...","[ 30.00 ,  45.00]",H,Relocate to Princeton,NJ,62400.0,93600.0,78000.0
112,"Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm""",CyberCoders,"South Plainfield, NJ","This position is open as of 10/18/2016. Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm"" With offices spread around the world, we are a ""Top 10 Pharma/Biotech firm"" in need of a best in class Bioinformatics Scientist for our global headquarters in...","[ 75 ,  110]",Y,South Plainfield,NJ,75000.0,110000.0,92500.0
113,"Product Owner, Pricing and Benefits - eCom /Travel - Bangkok",Big Wednesday Digital,"New York, NY","Product Owner, Pricing and Benefits - eCom /Travel - Bangkok, THAILAND Please note this role is based in Bangkok, Thailand. Our client is very keen to hear from individuals who are willing to relocate. They offer very comprehensive salary package but full...","[ 75 ,  175]",Y,New York,NY,75000.0,175000.0,125000.0
114,Laboratory Research Chemist Supervisor,APP Consultants,"Summit, NJ","• Oversee commissioning of new laboratory equipment at lab build-out and subsequently identify additional capabilities and/or new technologies to keep lab at optimal productivity. • Plan, schedule, and supervise lab activities to ensure the successful and...","[ 110 ,  135]",Y,Summit,NJ,110000.0,135000.0,122500.0
115,Mechanical Engineer,Altair,"Detroit, MI","Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers. As a wholly owned subsidiary of Altair Engineering, Inc. (www.altair.com), this cross-functional...","[ 0 ,  88]",Y,Detroit,MI,88000.0,88000.0,88000.0
